RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,45254124
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,45254124
Local,2024,5243,2024 Term 1,Postgraduate,8926,Teaching (Secondary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,438996
Local,2024,5249,2024 Term 3,Postgraduate,9045,Public Health,63578,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Internship,PHCM9143,9143,WILC,307558
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,944315
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,944315
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,944315
Local,2024,5246,2024 Term 2,Undergraduate,4814,Fine Arts (Honours),64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,1380387
Local,2024,5243,2024 Term 1,Postgraduate,8926,Teaching (Secondary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1134082
Local,2024,5243,2024 Term 1,Postgraduate,8926,Teaching (Secondary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1214896
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,MFAC3514,3514,WILC,789316
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,789316
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,789316
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,MFAC3515,3515,WILC,789316
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,MFAC3509,3509,WILC,789316
International,2024,5243,2024 Term 1,Postgraduate,8411,Actuarial Studies,66709,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM5022,5022,WILC,1281884
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,724616
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,724616
Local,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,62809
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,1222687
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,1385570
Local,2024,5249,2024 Term 3,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,1385570
Local,2024,5249,2024 Term 3,Undergraduate,4733,Commerce / Law,11227,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",KLC Community Clinic Intensive,LAWS3303,3303,WILC,87152
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,MFAC3514,3514,WILC,1207689
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,MFAC3503,3503,WILC,1207689
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,MFAC3509,3509,WILC,1207689
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1207689
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,MFAC3515,3515,WILC,1207689
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1238375
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1238375
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1238375
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1238375
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1238375
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,MFAC3515,3515,WILC,1381433
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,MFAC3514,3514,WILC,1381433
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1381433
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,MFAC3509,3509,WILC,1381433
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1381433
Local,2024,5249,2024 Term 3,Undergraduate,3521,Commerce/Economics,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,1409985
Local,2024,5246,2024 Term 2,Undergraduate,3521,Commerce/Economics,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,1409985
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,1216524
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,1580280
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,66441,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,COMM5044,5044,WILC,1606235
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,1596457
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,1608070
International,2024,5243,2024 Term 1,Undergraduate,3784,Commerce / Computer Science,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,1608070
Local,2024,5249,2024 Term 3,Undergraduate,3446,Music / Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1631663
Local,2024,5246,2024 Term 2,Undergraduate,3446,Music / Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,1631663
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1627857
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1627857
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1627857
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1627857
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1627857
Local,2024,5249,2024 Term 3,Undergraduate,4824,Design / Media (PR and Adv),64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,1643991
Local,2024,5243,2024 Term 1,Undergraduate,3871,Exercise Physiology,60843,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Clinical Practicum B,HESC4622,4622,WILC,1646280
Local,2024,5249,2024 Term 3,Undergraduate,4053,Arts / Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1624546
Local,2024,5246,2024 Term 2,Undergraduate,4034,Social Work (Hons) / Crim C J,65524,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement  Lvl 4 A,SOCW4017,4017,WILC,1646094
Local,2024,5249,2024 Term 3,Undergraduate,4034,Social Work (Hons) / Crim C J,65522,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement Lvl 4 B,SOCW4018,4018,WILC,1646094
International,2024,5246,2024 Term 2,Undergraduate,4053,Arts / Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1630309
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,1644169
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,1644169
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,1644169
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1685032
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1685032
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1685032
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1685032
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1685032
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1684929
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1684929
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1684929
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1684929
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1684929
Local,2024,5246,2024 Term 2,Undergraduate,4076,Science/Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,1689003
International,2024,5243,2024 Term 1,Undergraduate,3453,Media (PR and Advertising),62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,1703526
International,2024,5242,2024 Summer Term,Postgraduate,8136,Landscape Architecture,66279,2,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Street Life Studies,BEIL6011,6011,WILC,5774738
Local,2024,5243,2024 Term 1,Undergraduate,3596,Commerce / Media (PR & A),65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,5790927
Local,2024,5246,2024 Term 2,Undergraduate,3596,Commerce / Media (PR & A),65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,5790927
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9702092
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9774777
Local,2024,5246,2024 Term 2,Undergraduate,3182,Vision Science/Clinical Optom,65111,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4A,OPTM6412,6412,WILC,9814208
Local,2024,5249,2024 Term 3,Undergraduate,3182,Vision Science/Clinical Optom,65112,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4B,OPTM6422,6422,WILC,9814208
Local,2024,5246,2024 Term 2,Undergraduate,3784,Commerce / Computer Science,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9825262
Local,2024,5243,2024 Term 1,Undergraduate,3789,Science / Computer Science,66731,1,SCI,Faculty of Science,BABS,School of Biotechnology and Biomolecular Sciences,BABS Work Placement 1,BABS3199,3199,WILC,9812781
Local,2024,5249,2024 Term 3,Undergraduate,3575,Commerce / Design,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9803853
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,9824013
Local,2024,5249,2024 Term 3,Undergraduate,3871,Exercise Physiology,60608,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Clinical Practicum A,HESC4611,4611,WILC,9824013
Local,2024,5249,2024 Term 3,Undergraduate,3155,Actuarial Studies / Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9803343
Local,2024,5243,2024 Term 1,Undergraduate,3521,Commerce/Economics,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9816677
Local,2024,5246,2024 Term 2,Postgraduate,8095,Clinical Optometry,65111,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4A,OPTM6412,6412,WILC,9812289
Local,2024,5249,2024 Term 3,Postgraduate,8095,Clinical Optometry,65112,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 4B,OPTM6422,6422,WILC,9812289
Local,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,9807302
Local,2024,5243,2024 Term 1,Undergraduate,4034,Social Work (Hons) / Crim C J,65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,SOCW3012,3012,WILC,9808829
Local,2024,5246,2024 Term 2,Undergraduate,4034,Social Work (Hons) / Crim C J,65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,SOCW3013,3013,WILC,9808829
Local,2024,5246,2024 Term 2,Undergraduate,4053,Arts / Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,9801351
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),65812,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2B,ENGG4903,4903,WILC,9799905
Local,2024,5249,2024 Term 3,Undergraduate,3707,Engineering (Honours),65810,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 3B,ENGG4905,4905,WILC,9799905
Local,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),65811,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 3A,ENGG4904,4904,WILC,9799905
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),65813,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2A,ENGG4902,4902,WILC,9799905
